[110, 0, 70, 10, 51, 1, 0, 1, 117, 0, 85, 18, 48, 0, 0, 6, 99, 0, 92, 27, 48, 0, 0, 6, 97, 0, 66, 29, 36, 1, 0, 7, 69, 0, 69, 29, 36, 1, 0, 6, 54, 0, 175, 2, 29, 0, 0, 8, 7, 0, 66, 7, 5, 1, 0, 4, 20, 0, 97, 8, 7, 1, 0, 8, 18, 0, 140, 4, 4, 0, 0, 5, 22, 0, 158, 2, 11, 1, 0, 5, 34, 0, 170, 0, 8, 0, 0, 5]
35,0,30,10,41,0,0,1,39,0,33,17,33,0,0,1,24,0,31,27,34,0,0,1,32,0,19,28,28,0,0,0,30,0,13,29,26,1,0,1,16,0,82,1,19,0,0,8,4,0,53,7,3,1,0,2,8,0,46,8,6,0,0,6,5,0,71,4,3,0,0,4,4,0,80,2,7,0,0,4,8,0,82,0,5,0,0,5
75,0,40,0,10,1,0,0,78,0,52,1,15,0,0,5,75,0,61,0,14,0,0,5,65,0,47,1,8,1,0,7,39,0,56,0,10,0,0,5,38,0,93,1,10,0,0,0,3,0,13,0,2,0,0,2,12,0,51,0,1,1,0,2,13,0,69,0,1,0,0,1,18,0,78,0,4,1,0,1,26,0,88,0,3,0,0,0
